id	filename	md5	size	state
0e0710dc-b08d-46a3-be9a-0f065aa7e091	c25c1a4e-3d00-4990-b044-1b972c59d810.mirbase21.mirnas.quantification.txt	aa112f92dc6877d5e10e5a81c32456f5	50228	validated
0e18c31d-a77d-41d6-933c-fc3df610a818	01444ada-b1f7-4f08-addd-85f02d177ffd.htseq.counts.gz	fddac6ad2b8ead32cc8fdef095a52f2b	251732	validated
0e22d215-92c2-435c-ad89-ee344ef88635	9a2956fd-6985-4ed9-96a5-e04a3ed3acbb.mirbase21.mirnas.quantification.txt	db8bf73e8e380425980b9df4ffe49d42	50309	validated
0eb11f5d-dafc-45aa-bc94-b9f57a0836fb	93b1f14d-cdb5-474f-aeda-b20e3ea8f2fb.htseq.counts.gz	8fd054194264cc3e673705d81e5006ef	253347	validated
0ed5f94d-7288-4411-bb16-bee74ce924a6	ff47bedc-e4c7-4775-8e8e-ed4d2eecda83.htseq.counts.gz	c42bc97c3b20c37456bb72a261f52670	255798	validated
0fb52c8b-de46-42f9-b06e-d960f4f9ac72	52b12974-df31-4627-b337-c24fdcec9cfa.htseq.counts.gz	07517854a736d40b7225d084e957c403	260259	validated
102b6c7c-b287-42e9-b6d0-cc3f51ae5bd6	e15d3de5-f141-487f-8262-8b0d20563c76.htseq.counts.gz	8c0b506817b58f00fb78fac368092b6f	252568	validated
105d7112-ab94-405c-9100-22169707c95c	94640722-17c7-4c29-92c0-51458b977324.htseq.counts.gz	5a9decc144caaa499969d42bea8eb432	253106	validated
10e8265e-db60-49c9-b725-0fa96da276dd	9a75f764-8b45-4352-bdc0-c82f08990df2.htseq.counts.gz	595cf0d931558aefd3a221d787a7f1d7	256690	validated
110335bd-9920-403f-891d-e31a415c5539	c4eed366-ce28-4606-8afb-396097541b36.htseq.counts.gz	0c5915d64f8e0086042727d7b694fe79	257612	validated
1171132c-1153-4bd2-8ca5-87b89062ef7d	61634ced-305a-4335-baf6-6acbab279845.mirbase21.mirnas.quantification.txt	19957f7a15f1103a09a1d0d75ace2e36	50285	validated
1172daa3-7b77-48a5-862c-bfde046a48f9	08f0a31e-e6d3-4337-9b7f-bcb7e37fac99.mirbase21.mirnas.quantification.txt	6af6b204ca0489e8b192d1e9ef0d3389	50398	validated
11993d80-ed0f-4649-aa65-eb84537635a1	47190c04-2d8f-4b9b-b0a7-b3ae9b6c26b2.htseq.counts.gz	57b3b27ec07f08bf4ffea7033b024261	254914	validated
11f817dc-a43f-4682-ab77-aaf460aa1b16	54810667-4769-40f9-b7b5-883fa5be9edb.mirbase21.mirnas.quantification.txt	924618d8110713671eb70df12f02dad9	50381	validated
123cf4b0-b558-486f-9b94-61443a5098d0	ed387714-f27a-4b0c-84de-e01c9fdb26aa.mirbase21.mirnas.quantification.txt	4c7578699c36964e26f73a132bdce19b	50294	validated
1244029d-35a8-4b04-935b-e238a231f812	7922baf0-3d03-4b00-afa4-96c272583861.htseq.counts.gz	f0dcf6552814947221f976cb9d666ded	258809	validated
12aa0ca8-5466-4677-a304-0584d1e806d5	84f524b2-4e5b-46bf-aa8a-81779ab29f90.htseq.counts.gz	1ed530a0f2305cf1e30c0ec30da7fcba	258472	validated
1307f326-90ee-4a6a-86a4-d9b48b60c09f	f6779498-3873-4e06-949e-63d41b0bbf59.htseq.counts.gz	7cfaf21c8843ffca10fe657c14776c67	254902	validated
1365aa29-b382-4aa6-a890-90f85600fde6	6a26717f-fa71-469a-a18b-da8dc84e6e0d.htseq.counts.gz	0525abc4a9a8e3878afef6f00ef2bdcb	249064	validated
13a22cd1-f211-4b17-b473-0432ad506a9d	0c59a6a3-842b-4bce-a0a7-2ec69c696b01.htseq.counts.gz	6be748f25f586342a7796a514a679537	259075	validated
13ab9059-7c5c-4f00-b736-dab55ad2e483	8d8c6603-58cf-4402-81f5-1eb8d5bb2e87.htseq.counts.gz	d0f15e7b28fe49b60ab697105a6f4ff3	260129	validated
146366e3-fe31-4ef7-8eb3-3ddaaf4910a6	b7fcdf45-6b26-46e8-aa40-2761354d1251.htseq.counts.gz	f66716cd3784e4e4168a20a007415ec1	258028	validated
14d0d95f-3cb9-477f-8640-1d6849d0b6ec	319a49a9-c356-40b6-bfda-5b523ebe5ca4.htseq.counts.gz	ae84d96b1240a659afa0cf9c3585941e	250204	validated
14fc957e-3a28-4d8e-985e-d0bf2c7a6e29	eb514a1a-536a-4ce7-ad6b-ec2267452d7a.htseq.counts.gz	0a647b5c16755894016110de15369a14	259347	validated
15159a4a-fa29-4112-8abe-602a96c99150	ca783ba0-a2f7-404a-b5d5-e9a35097ee49.mirbase21.mirnas.quantification.txt	5674e15aad1ebb1e5f18b2f30795f21e	50361	validated
15937a6e-df2b-4804-b366-d7f3c1a3f37c	4f9a3684-2842-4c4d-bd98-a4e96042e7b2.htseq.counts.gz	b030c1501d37eadc6502913c47531ab0	256024	validated
160c76cd-1d43-4e61-a4d4-390bb0f2bcd1	d39a7d6b-a424-483a-abb6-cb11ec9a263f.htseq.counts.gz	b474d93cd0809c813f2aecc7952f3764	256783	validated
1622a09e-92f5-4325-88a0-616734bf447b	7794674d-0236-4d66-854b-55139d1a5334.mirbase21.mirnas.quantification.txt	d0a7df593fc2690edb3826fab0e4dd19	50361	validated
1640dc18-196c-40e0-a482-d2aa7fb3fc64	9f879653-50c1-4f99-805a-e00539a5fd4e.mirbase21.mirnas.quantification.txt	6d07c31b486a4327fb28f4f1419f49f6	50241	validated
166c6dea-7d97-4043-bc12-7c2740d3220a	0063c2da-4f47-4974-afea-03b4cdb21e33.htseq.counts.gz	f00c2c29d1a0758d0b08268c28f3c7a8	256342	validated
1684a071-c999-4820-bc4c-d56cf66adaed	3a238e45-6725-42d4-9ccb-378c0a198080.htseq.counts.gz	e3d8e77be9b96d5f096374230347672e	256777	validated
16b7725f-a284-43af-8a63-e0d9af485179	ac2c1a9f-e3be-412b-8750-d159a74c3315.htseq.counts.gz	bd6ce914dcc0465acf355da497d8a6d9	255045	validated
16d2e3ba-c3f4-4e7d-a304-091e932d3459	0241849f-c8d9-4613-9089-d616e88ac9c4.mirbase21.mirnas.quantification.txt	c32f7c5ba373e2c7c9bc1c98d6843b3b	50364	validated
16e558dc-e624-44ff-9f41-2c90572e7a55	4a01b863-1e14-41ae-a638-a8bbc116904c.mirbase21.mirnas.quantification.txt	c0b3085dbf66e4b3d1708147113421a7	50410	validated
17240917-c187-4e97-aa60-06385cd6c07b	09a64379-9d0a-46ce-bb16-fc7c79f4249d.htseq.counts.gz	9b6a8424b2409f9349e5fae438213d5b	245294	validated
1732c0d9-042e-4991-a2fd-91fb578471b8	c17b3f1c-06e7-4c0b-b4c6-3585caa69999.htseq.counts.gz	1a9fbd52a36c6f93230ceed00e08443c	249332	validated
173405b0-b2ad-4e79-8f8e-94b6acf25ecd	d99b9537-39e9-41f7-919a-f46999e4c1a4.mirbase21.mirnas.quantification.txt	21d40d44ef17cea62065cdad87d9a19a	50249	validated
173939bf-299c-4f6b-adf3-1d05efbccc70	213c9c25-e0ed-44e1-9693-5993f20bb297.mirbase21.mirnas.quantification.txt	4daae6c4b37adac816f480f896d4d789	50257	validated
1740686d-f267-4848-98be-ea5659c207b7	827a83bd-e13a-41d6-8218-3fc4d0505150.mirbase21.mirnas.quantification.txt	c3a5f6539f69fdd4822daf31d2584e4e	50278	validated
177283e7-dc85-4406-b5cd-9d6a102d8892	f35e503d-eef5-4ecd-979c-91ba4c585402.htseq.counts.gz	f867bb2c219dd2328dac3e48e9d31aa5	257065	validated
17d600ad-9043-4280-bf76-25b20e58c08f	fe819208-ff01-49e0-a04a-5fb467351305.htseq.counts.gz	5f53f22a079bb78af9823baa294fb471	252582	validated
183238d2-3bd6-4743-9417-03cdb38450aa	8b4c3631-cf46-4acd-880b-fa8d435670db.htseq.counts.gz	71b96721c67cc9387c63c487984ba986	253300	validated
18cd55a9-2eca-4581-8192-51410f2a2284	0d8dd66a-6753-4472-9c4f-906ad5159ddd.htseq.counts.gz	24817de985965aec3610bd7b68e028ad	252778	validated
18ff4f51-dfd5-4081-bce6-9de93b879328	da21bfb9-d714-450a-a9ab-e0449283ebe5.mirbase21.mirnas.quantification.txt	02e7fa423071b6eafbf4507da2c97601	50255	validated
19059ef3-3aff-42ef-b3f2-f300cb441d95	544c50ac-30ea-421a-b30e-6b417c389d0a.htseq.counts.gz	2508388f749d18a7f79e973716ba03ed	255534	validated
191a75be-bc45-4088-87ce-ac8b69da9971	d2346627-1023-4395-bf92-d2a4f3a5d964.htseq.counts.gz	3bc02018f312c50d74e5264bf820706b	248928	validated
195f8534-14f4-4c37-90aa-795e1dc5e622	a66a4cb1-0f48-4030-9686-ef7694f9c8c8.mirbase21.mirnas.quantification.txt	6fa71881c7453d9b179b5ae49d606cd2	50145	validated
198cf683-5742-4af6-83a4-6a19d450a1af	ecd3388f-b4c2-48ab-a383-8aba6c5503ed.mirbase21.mirnas.quantification.txt	57fae2f1c8678d5bb672a7a5e73d0400	50179	validated
19d6f904-0210-4e18-9927-6afd5b5841ae	fab01c26-ff5b-4db5-bb5f-5b17847ca2b5.htseq.counts.gz	a4abb6628e165de81e01bd75e37093bb	253694	validated
19dc44bf-20c4-42df-bbb2-49af7b7a3ebe	734a85b8-346a-4ad2-a274-8d0185245090.htseq.counts.gz	ed4f1dd9f7d3e0a437095b06ce5b02a3	252672	validated
1a02d023-4c5c-431f-a15d-341422f52346	19dc6546-2327-48bc-9a2d-53a6856b5222.htseq.counts.gz	806ec019feb94a5fd2d4030f8c9818fb	255226	validated
1a05dade-259f-4cd7-9d6b-76ab0448e944	97b0d130-7cc6-45e6-9b74-6a43903f5ef4.htseq.counts.gz	0a4cec44de5b6654f21d96d78f61e449	254512	validated
1a0e571e-f07d-4cbf-b5ab-33f94715bdb1	6f8c77f2-67de-411d-a03d-5fef3216b71b.htseq.counts.gz	d034b4a653706b76661e4cc58add7023	252986	validated
1abd69b0-4a17-4346-a3bf-eeac324ec453	b2929558-cff0-4bcb-adea-b4223f44a589.mirbase21.mirnas.quantification.txt	802664cdef1d14e78dd75a2c25ce399b	50302	validated
1af07080-3392-465f-84de-e449a6055248	39a335c9-018d-46c9-a966-bbec6d1f19cb.htseq.counts.gz	768d2b8f6a50d5c99b2b4193a52b21e6	252858	validated
1b00ea10-fecd-4d26-abd1-1eda19396e1c	ef6e0187-ca29-4c32-9731-4f9a6b51ff80.htseq.counts.gz	c388474802ee7979361e237e77b564a1	256941	validated
1b47db10-6bbd-454b-9ef0-0a2eba72f641	4fca772a-da57-49ce-bc0f-6e0f0ddb50f2.mirbase21.mirnas.quantification.txt	704b20895b317d507ec2678a816f914b	50300	validated
1b6720b3-d16c-47d3-b372-dbbe40042b67	f2b50fcc-e5ec-4328-a932-2c06476760cf.htseq.counts.gz	7964afdc24979769e28aea697fcc4763	255527	validated
1bba5f6d-7583-4592-82b7-4b8e4b6e5530	7936117f-4540-4f26-bde6-878d6ea8b837.htseq.counts.gz	8bd09bc746a03aa1b7f8ad7d7830532b	253392	validated
1c17d02c-d21c-4731-9396-dc7fd390024a	c9e1abc4-c478-4da9-a196-702bf85744a2.htseq.counts.gz	923f719248bfbfc77428c8b0d91750cf	254721	validated
1cea3f08-471a-465e-93d4-c5fecfec05b4	88b3eb4d-02ae-4903-89f5-9ee294ee732e.htseq.counts.gz	fc3f057d291b3c4c4febc6ffe06bd159	251757	validated
1cfee551-e35e-4013-b6c5-6acfd6e47355	15ce65fe-2c8d-4458-9fb7-d1b1d0cbf09c.mirbase21.mirnas.quantification.txt	a1125df4d552ae8154273e27620e3952	50315	validated
1d5d7e08-d258-48e8-8453-ddefa7e97e8c	ba49e83c-ac4a-42da-bbf8-3a2a9bb1851a.htseq.counts.gz	d6db5a88d5bcb46bd2165d98ddc9028c	253546	validated
1d97fc38-a584-43b2-95ae-0ba43f8d58fe	c475f8f5-0ce1-435d-9c5a-477e249f14bb.mirbase21.mirnas.quantification.txt	fe904db8032a8dcd9232755f681f4898	50334	validated
1e5fce83-8550-4629-a02e-07a7c8b28ec6	ac4cd473-92f1-43ae-b9ef-2239755ef6a7.htseq.counts.gz	e9791799a2f0da95f62b5af111758082	260231	validated
1e7f46dd-af40-43f9-89e3-5303c176f748	add93641-2f11-4373-a079-b8116e7dd3cc.htseq.counts.gz	0fb78a42d7be26910131e9b5eefbacf5	255061	validated
1e9dc9ad-410e-44f2-aa55-b72b7b25527e	69e20d93-633c-4a0e-b4b7-183c054e4b43.mirbase21.mirnas.quantification.txt	dcf11dc4d93c47abf10f6a05fc5057f0	50617	validated
1ea7b13e-64da-4266-96e9-9af1b1b12616	18ec943b-2068-467c-82df-07c60f4ed200.htseq.counts.gz	0da4a64b5858cb77b453e4688962c957	261949	validated
1eaf6e27-758f-4e36-9da5-de7212906af4	9139f817-0979-47ee-bd93-38c59139468b.mirbase21.mirnas.quantification.txt	798f7afc29196f5e21ab05b638048e77	50220	validated
1f144c57-45a9-491c-9530-d755b7ec3913	bd587a68-76f5-44f2-ac6b-f87523560f60.htseq.counts.gz	5a5976cc589b5e24796bca8c4fc5fbd2	256789	validated
1f37a1d9-2ca7-4153-8047-653e9931849c	091be805-db73-4d7c-852a-c13b9923c13a.htseq.counts.gz	05b5a5d18fca57286aa8032ff7cf8468	252663	validated
1f3b729f-b529-406d-b3f9-d1d5fd8d6e7e	8e9207d2-9ff8-427b-b968-47f619c41b1f.htseq.counts.gz	188864741037081ec8f1ad87b8acda3b	256177	validated
1f79cc88-2182-4d30-b487-a7a36c0baddd	74a0acc6-747d-4e2e-9cbf-c5b9c8cba8d7.htseq.counts.gz	9c0a7a4abd99532ce7af641c979c1198	248704	validated
1f7a1e97-0893-49fc-affc-63b23d0c1793	48bcc992-c830-436c-9312-0c15f3ffdafa.mirbase21.mirnas.quantification.txt	edc8d83b6c49508949c2900be92771f9	50381	validated
1f90f21e-4569-433e-baed-92c0144881c8	54e1ee85-dbfa-499a-9bdd-6935a7661970.htseq.counts.gz	6f16e6c77841add4e5d7f18aa24a50d3	256923	validated
1fa6fe4c-2369-4e1f-af42-72cbe3be119c	31cbb30d-6f39-436a-a323-6a9e85bba8f3.mirbase21.mirnas.quantification.txt	64e3c62acab3cfc263412ff4c4e59ab1	50270	validated
2026e60b-ace3-4820-85ca-08c7aeaf42a4	024a47a5-2c88-4592-9fad-06af0e494102.mirbase21.mirnas.quantification.txt	e230b88621f648f537b5c5b3b81ed899	50282	validated
20c2999e-f569-48ee-99b4-06f462779c85	be244b42-fd11-4788-9a3e-60be97747994.htseq.counts.gz	56969b2be8e77972d8490ff4240d3748	253381	validated
211be4e3-cc5a-4c79-8875-ba8f37d791ac	33bb3229-0dc6-435f-9f23-d244ad7e5015.mirbase21.mirnas.quantification.txt	c01a1ea4d340a7e97ec58df6e3ab9653	50380	validated
21528deb-04a0-4529-868a-0a10cf2d1be4	dc674030-76f0-412d-8491-586a928803fb.htseq.counts.gz	fbba3f280093d9859db65a1db7e71cb6	253985	validated
21bb5f20-f290-493f-b782-87021d7a03b0	e1463f04-5fe0-4b41-ab15-480d4a841948.mirbase21.mirnas.quantification.txt	2756e2c9e36f9cb30d81990692ce29ff	50229	validated
