"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"hsa-mir-139" 153.572438930792 -0.423687822095571 0.202002557102594 -2.09743791451306 0.0359548277463047 0.244318723637256
"hsa-mir-140" 3363.83662720059 -0.267352526191912 0.152900484961777 -1.74853942588048 0.0803706648438613 0.321157183351625
"hsa-mir-141" 7373.05198540767 0.263220931509633 0.142452953405254 1.84777447723962 0.0646349745964986 0.30558016730324
"hsa-mir-142" 14047.7303835525 -0.110570741688891 0.165756639899732 -0.667066741674882 0.504729502858 0.74851875302485
"hsa-mir-143" 216171.677021315 -0.283229580771252 0.159917791684379 -1.77109487185921 0.0765449266466831 0.321157183351625
"hsa-mir-144" 681.642949806055 0.173034229702978 0.268170013896416 0.645240782848357 0.518771161065522 0.758299472275201
"hsa-mir-145" 5336.34854613493 -0.256314769773833 0.130733914684486 -1.96058360519858 0.0499276164207957 0.282460866973205
"hsa-mir-1468" 17.8689798618644 -0.0259511221654959 0.164419654068671 -0.15783467197089 0.874587076797629 0.961101985473654
"hsa-mir-146a" 538.837748658629 -0.207847598363637 0.1490530185932 -1.39445413669147 0.163180509889609 0.449401678694963
"hsa-mir-146b" 4108.92950613265 -0.345327520251978 0.136057565606655 -2.53809862547685 0.0111456569734127 0.130379396899989
"hsa-mir-147b" 5.709648923696 0.0190749882584917 0.268121589371644 0.0711430523114338 0.943283904165819 0.975205525288182
"hsa-mir-148a" 190677.098143669 0.0340410153417494 0.146182152523871 0.232867109657527 0.815864599067558 0.944209366604353
"hsa-mir-148b" 673.282869260811 -0.105252556101024 0.120698298825024 -0.872030153909694 0.383191927672472 0.681401559682102
"hsa-mir-149" 682.927298680642 0.399936535232751 0.208002231470229 1.92275117630165 0.0545113063781295 0.294908048680914
"hsa-mir-150" 3085.38251340485 -0.350963886368416 0.187216135367467 -1.87464550360227 0.0608415087149797 0.30558016730324
"hsa-mir-151a" 9023.99880450043 -0.0397009424486376 0.0918771893738304 -0.432108804363857 0.665662335967123 0.847139077349251
"hsa-mir-151b" 4.42932814708705 -0.284925614251303 0.175673214856916 -1.62190698498557 0.104823265719031 0.363519126741412
"hsa-mir-152" 1387.76322138312 -0.136358647335368 0.134377910063525 -1.01474005118033 0.31022975700139 0.639040727051084
"hsa-mir-153-1" 2.35379452015352 0.390939094677553 0.232327256954797 1.6827086920482 0.0924314982530001 0.336151294194569
"hsa-mir-153-2" 45.5774826764244 0.0604521640830456 0.196647391061458 0.307414015292746 0.758528261686073 0.912324346240533
"hsa-mir-1537" 1.42513532154715 0.103333646749055 0.251453999542251 0.410944534336955 0.68111320604286 0.852787231336449
"hsa-mir-154" 29.4938022802979 -0.486149063587228 0.213311302314047 -2.27905909491611 0.0226635526684374 0.200687401165438
"hsa-mir-155" 1831.8454459054 -0.0167009790440338 0.146786812618276 -0.11377710808031 0.909414485838426 0.972302441884232
"hsa-mir-15a" 522.124466122206 -0.0802632489525376 0.0953843652854362 -0.841471751815417 0.400083703664622 0.690297241116958
"hsa-mir-15b" 1027.72255756194 0.0245185456086535 0.100132775301092 0.24486034203015 0.806564569512935 0.939674597784655
"hsa-mir-16-1" 1206.22991173211 -0.0336507201736678 0.128216379329889 -0.262452584837757 0.792972536184603 0.930415058887052
"hsa-mir-16-2" 1238.99877234758 -0.0178828179320102 0.127952832151837 -0.139761016862755 0.888848814953982 0.968068851937402
"hsa-mir-17" 3497.01167493981 -0.0741229132167264 0.119815227742077 -0.618643511459901 0.536151230855497 0.762100575421835
"hsa-mir-181a-1" 4292.20506307341 -0.277200422982836 0.140401407727 -1.97434219122525 0.048342846508949 0.278985017158917
"hsa-mir-181a-2" 6734.64283722817 -0.10644675418796 0.122037770890415 -0.872244333957439 0.383075098364112 0.681401559682102
"hsa-mir-181b-1" 775.907158831835 -0.134289455950867 0.129293017751022 -1.03864430026273 0.298970194675648 0.627734669920346
"hsa-mir-181b-2" 721.478026440434 -0.144546017182838 0.140479045114419 -1.02895073827636 0.303502824079485 0.632901793558244
"hsa-mir-181c" 346.165316760944 -0.0599852869339001 0.135502419223247 -0.442687940759723 0.65799146621861 0.844039966864729
"hsa-mir-181d" 71.9055464477465 -0.036944222252518 0.164334905237341 -0.224810561086589 0.822126649809355 0.944209366604353
"hsa-mir-182" 86935.4085845072 0.138439966589652 0.16989313519699 0.814864982208561 0.415149599552695 0.696858256392024
"hsa-mir-183" 50560.2103591046 0.196954996923134 0.180492208864395 1.0912105190707 0.275180260325687 0.60614257571465
"hsa-mir-184" 49.6189414485176 -1.95060043897743 0.379615922719566 -5.13835253538193 2.77157563066375e-07 5.64477570111851e-05
"hsa-mir-185" 348.649501087491 -0.0763144812235714 0.0930716902246616 -0.819953747905075 0.412242474729051 0.693884716417218
"hsa-mir-186" 1003.93071646017 0.000228297763658805 0.0925983242372544 0.00246546323099609 0.998032846945654 0.998461906767039
"hsa-mir-187" 139.611017799601 -0.0748226169660619 0.280483946974825 -0.266762564392955 0.789651979304575 0.930415058887052
"hsa-mir-188" 14.259703537051 0.218650552084478 0.144943395387331 1.50852373438734 0.131420536852601 0.401489740084695
"hsa-mir-18a" 92.1254752971802 0.13858625332281 0.151266526836199 0.916172640579503 0.359576352942004 0.670127634456289
"hsa-mir-18b" 3.41966912732799 0.25365623749808 0.235246709472994 1.07825626154911 0.280919410342641 0.606507984874041
"hsa-mir-190a" 12.1092370498556 -0.0578393053235311 0.153753684327973 -0.376181589249944 0.706781901554805 0.868900889034177
"hsa-mir-190b" 2.41760273797249 -0.0777609087926878 0.26771995600259 -0.290456154086382 0.771467289526082 0.920637722461789
"hsa-mir-191" 1503.1159642846 0.277723838848983 0.0969174691098507 2.86557048383298 0.00416258596333876 0.0956217231342933
"hsa-mir-1910" 3.77706155305782 0.336180795050363 0.287701555855392 1.16850530769927 0.242602999543428 0.570117048927057
"hsa-mir-1911" 24.0426379074287 -1.46898702118211 0.491726643628812 -2.98740578777951 0.00281355998049864 0.0818611975278414
"hsa-mir-192" 1796.01750537965 -0.379068902609776 0.168884301123347 -2.24454789514697 0.0247971709258126 0.202014285808953
"hsa-mir-193a" 712.625287666676 -0.172449583156138 0.134704159067966 -1.28020978972985 0.200471363845111 0.512502105896916
"hsa-mir-193b" 391.930505094546 0.338672819099763 0.181044063183831 1.87066514716849 0.0613915085448231 0.30558016730324
"hsa-mir-194-1" 291.128707924165 -0.312096924125732 0.139018548462723 -2.24500203445456 0.0247680019592067 0.202014285808953
"hsa-mir-194-2" 325.431504441327 -0.336272874819128 0.136734878038385 -2.45930577218732 0.013920599868322 0.146292940817585
"hsa-mir-195" 115.752573013882 -0.15783622421902 0.144638374986586 -1.09124721730079 0.27516411635007 0.60614257571465
"hsa-mir-196a-1" 161.533317701104 0.485778456621527 0.352100377664962 1.37965900475053 0.167691660803821 0.457408949781851
"hsa-mir-196a-2" 178.045472697544 0.483853190554237 0.347676646222254 1.3916758453915 0.164020579949225 0.449401678694963
"hsa-mir-196b" 1539.25649668737 0.251334928147075 0.252869451308414 0.993931559730133 0.320256188391749 0.643672799695259
"hsa-mir-197" 1280.97433313151 -0.0938693342919637 0.0992593357053002 -0.945697788776873 0.344302750658452 0.66102269863741
"hsa-mir-1976" 39.6496152519865 -0.199870952361078 0.143161999388845 -1.39611735805816 0.162679157522578 0.449401678694963
"hsa-mir-199a-1" 5313.85497921238 -0.0598609813241576 0.126896820549231 -0.471729560008431 0.637119835011803 0.831795340154298
"hsa-mir-199a-2" 8861.96237076827 -0.0582982419800034 0.129247529216975 -0.451058850665802 0.651947134155637 0.839686812273919
"hsa-mir-199b" 11362.8680816075 -0.0606859957679387 0.132330081826962 -0.458595618850241 0.646524583362267 0.836920594140562
"hsa-mir-19a" 147.217754679825 -0.0794127291693808 0.159641662181709 -0.497443637732805 0.618876239385075 0.817517530683006
"hsa-mir-19b-1" 308.252562339395 -0.000239953628678137 0.124475664381544 -0.00192771518730464 0.998461906767039 0.998461906767039
"hsa-mir-19b-2" 268.853816581555 0.0180006432729679 0.128227617785617 0.140380392179344 0.888359449212853 0.968068851937402
"hsa-mir-200a" 3394.28712557147 0.273145542701746 0.148869198513827 1.83480226553632 0.0665349928291744 0.308572807971829
"hsa-mir-200b" 2490.34801168768 0.191271884063767 0.144234304166922 1.32611922779763 0.18480020816893 0.482533876885538
"hsa-mir-200c" 38597.8746042761 0.16920483282529 0.125654030676868 1.34659295777322 0.178111363469763 0.477207797726933
"hsa-mir-203a" 121486.886148212 0.635584343803732 0.241925628352089 2.62718897593904 0.00860935065414262 0.126724157636679
"hsa-mir-203b" 544.650941139013 0.912414790493854 0.224270081610882 4.06837498760503 4.73421493116017e-05 0.0041322933184841
"hsa-mir-204" 75.3264983158661 -1.21389879405606 0.352740559547118 -3.44133602218746 0.000578849201240757 0.0321524419961911
"hsa-mir-205" 43452.1318479627 0.187262901715946 0.252878932279429 0.740523933836537 0.458982144142314 0.715390674664471
"hsa-mir-206" 1.82921504640503 -1.4115138208224 0.602800645198735 -2.34159308233163 0.0192016371918022 0.180667995958431
"hsa-mir-20a" 1536.42393787286 -0.202200013013947 0.153477851738558 -1.31745402169419 0.187686483195771 0.485917123867017
"hsa-mir-20b" 133.524246218049 -0.36864787549194 0.242758113246454 -1.51858107052299 0.128867978881912 0.397668359074993
"hsa-mir-21" 1016779.07917011 -0.038757962408244 0.101440574273417 -0.382075542117675 0.702405332656132 0.868900889034177
"hsa-mir-210" 7864.50366117184 -0.0877949070791581 0.20553562037624 -0.427151784777969 0.669268776874102 0.847139077349251
"hsa-mir-2110" 7.29954438676925 -0.116787017596028 0.128893912590463 -0.906070855084502 0.364898350402313 0.671544855710281
"hsa-mir-2114" 1.08941562568025 -0.0669842412036385 0.373358435679754 -0.179410011405484 0.857615770962541 0.957612404869129
"hsa-mir-2115" 1.33247791257252 -0.0134225426874824 0.309818633982311 -0.0433238715017017 0.96544336237792 0.983996326943699
"hsa-mir-2116" 2.53125826511028 0.158105374114954 0.20066464069375 0.787908490346592 0.430750234541652 0.703597800203376
"hsa-mir-212" 20.2564815067166 -0.00591846882789233 0.142445664271667 -0.0415489573386022 0.966858264213634 0.983996326943699
"hsa-mir-214" 105.407451770241 0.130929862102796 0.143920155281362 0.90973958336016 0.362959863564176 0.670127634456289
"hsa-mir-215" 14.5864499912695 -0.367032513505246 0.196188919448113 -1.87081163675157 0.0613711941060124 0.30558016730324
"hsa-mir-216a" 2.26774369663022 0.298088160596856 0.267446485097451 1.11457124025481 0.265034200347281 0.601992179970962
"hsa-mir-217" 81.4449744751806 0.489858669808833 0.210592986671368 2.32609203920576 0.0200136411515986 0.18527779914586
"hsa-mir-218-1" 127.899462745166 -0.15488333717628 0.163620963192059 -0.946598370738579 0.343843474478722 0.66102269863741
"hsa-mir-218-2" 123.483601370216 -0.188194526710772 0.163582799369273 -1.15045424969125 0.249956827166739 0.577169131279341
"hsa-mir-219a-1" 16.6115710732254 -0.0632933409275085 0.148168485207854 -0.427171411239841 0.66925448267378 0.847139077349251
"hsa-mir-219b" 2.38096741773271 -0.00195477004321346 0.191931357475838 -0.0101847351517823 0.991873897551953 0.996768012178032
"hsa-mir-22" 309370.973330246 -0.0358473997858312 0.0945531446076981 -0.379124353130321 0.704595522688144 0.868900889034177
"hsa-mir-221" 1089.40777712238 -0.0560806184763176 0.114091672287187 -0.491539981420849 0.623044581357571 0.818667181095647
"hsa-mir-222" 373.798779655177 -0.022340838459552 0.111925680411949 -0.199604222885447 0.841790124862761 0.954237043211776
"hsa-mir-223" 1776.17652781258 0.171860202419989 0.1931460126524 0.889794203151794 0.373576399800267 0.678966593967878
"hsa-mir-224" 562.499363079415 -0.334804148694065 0.228423727035635 -1.46571528728202 0.142725867660993 0.420920776776754
"hsa-mir-2277" 7.21454415712027 0.0221933739181683 0.168427816629978 0.131767865678181 0.895167904354955 0.970194660026667
"hsa-mir-2355" 259.490237201245 -0.120448646252318 0.128627160900601 -0.936416892116562 0.349058584029719 0.664407460567471
"hsa-mir-23a" 15255.6129787964 0.0702294007520624 0.0962193485990714 0.729888549180432 0.465458312223678 0.721814793829105
"hsa-mir-23b" 5802.33860928323 0.132326259693982 0.107203514933094 1.23434627844588 0.21707389807862 0.524942947572275
"hsa-mir-24-1" 4277.20105115429 0.111074371786356 0.0880549227804719 1.26142148875962 0.207157030202772 0.517259304694498
"hsa-mir-24-2" 4303.69190454209 0.11870394770189 0.0881319389484493 1.34688909739434 0.178015953413092 0.477207797726933
"hsa-mir-25" 37482.6604803209 0.0935383400117791 0.100324994868645 0.932353299736003 0.351153970924148 0.666320112529982
"hsa-mir-26a-1" 3513.99667424944 -0.102131902283089 0.0979099404521734 -1.04312087017332 0.296892315914152 0.627685830531305
"hsa-mir-26a-2" 3527.87350452257 -0.106318363663473 0.0980467580954516 -1.08436388646291 0.278203489270938 0.60614257571465
"hsa-mir-26b" 2358.70622596247 0.239240795303823 0.0999981229404647 2.39245286080278 0.0167361778236555 0.167636141807435
"hsa-mir-27a" 7610.62017877453 0.115337963451665 0.114668271967924 1.00584025094516 0.314492421576887 0.641625968093085
"hsa-mir-27b" 6702.75627627241 0.144638440992284 0.0958179140044621 1.50951356533965 0.131167591307203 0.401489740084695
"hsa-mir-28" 16499.5405449053 0.0568450342354619 0.0850296213870695 0.668532133957101 0.503793976979341 0.74851875302485
"hsa-mir-296" 38.6406773811487 0.0278330584852078 0.218507309419471 0.127378157550677 0.898641103157323 0.970194660026667
"hsa-mir-299" 14.1497298045836 -0.588016513522143 0.226274364312179 -2.59868816915949 0.00935807399706601 0.126724157636679
"hsa-mir-29a" 23031.4514423269 -0.142816295682169 0.125631526425601 -1.13678707682299 0.25562730704746 0.584974848711603
"hsa-mir-29b-1" 1238.77353002211 -0.0343328654072861 0.129429592491853 -0.265262871854033 0.790806964227587 0.930415058887052
"hsa-mir-29b-2" 1311.01823872585 -0.020321008760833 0.125813637047371 -0.16151674204587 0.871686426229843 0.960775393611777
"hsa-mir-29c" 8196.68984613402 0.0192410486906386 0.169204201317004 0.113714958262711 0.909463754462517 0.972302441884232
"hsa-mir-301a" 88.9932722866485 -0.0132841912623443 0.164494865807277 -0.0807574825946734 0.935634821552387 0.974413275970431
"hsa-mir-301b" 14.807009564121 0.225670544681143 0.2260799539283 0.998189095317636 0.318187673211464 0.641625968093085
"hsa-mir-3064" 1.17610734309058 -0.0920820514496181 0.203642084813598 -0.452175941598244 0.651142238480262 0.839686812273919
"hsa-mir-3065" 304.529862460207 -0.369567968956306 0.203010830642169 -1.82043474127602 0.0686928258307839 0.313319031582885
"hsa-mir-3074" 25.2667764232717 0.0385696861587035 0.168108934748923 0.229432696223487 0.818532625920612 0.944209366604353
"hsa-mir-30a" 87873.194373368 -0.370613368125791 0.212362576544334 -1.74519152176711 0.0809515365430284 0.321157183351625
"hsa-mir-30b" 1489.69349074391 -0.0249982236707604 0.141898349154262 -0.176169940099755 0.86016043574074 0.957612404869129
"hsa-mir-30c-1" 879.684213709064 0.0962358029623601 0.116217420553248 0.828066932687314 0.407632595146685 0.692541482266505
"hsa-mir-30c-2" 990.602893928365 0.0254480897054283 0.117252558233429 0.217036541367102 0.828179867700022 0.947599062106205
"hsa-mir-30d" 27425.8195925078 -0.338071150907531 0.165301786720041 -2.04517541894508 0.0408375669714027 0.251925646863879
"hsa-mir-30e" 41233.8020771717 0.160304822944199 0.0867858381459148 1.84713112610233 0.064728138321495 0.30558016730324
"hsa-mir-31" 191.032362823963 0.86997791810687 0.334719181529764 2.59912776474542 0.00934609802200487 0.126724157636679
"hsa-mir-3117" 2.3426933544476 -0.235200418837704 0.243565395072007 -0.96565613833677 0.334216274228632 0.659538283029785
"hsa-mir-3127" 18.9157646838459 -0.0823660920370539 0.144169969952061 -0.571312403439096 0.567787895377105 0.790888473810329
"hsa-mir-3129" 1.67254340466984 -0.0767420585758615 0.254957655847404 -0.300999231895169 0.763415080238859 0.914601203972436
"hsa-mir-3130-1" 13.6063225787898 -0.00903664632172016 0.202075583646487 -0.0447191400299452 0.964331177421153 0.983996326943699
"hsa-mir-3130-2" 13.6771716552841 -0.0330367713839052 0.194987964356122 -0.169429797849305 0.865458587016071 0.959700901391687
"hsa-mir-3136" 2.18898406285768 0.170823195275353 0.213000292779544 0.801985729907683 0.422561212909236 0.697797029966334
"hsa-mir-3150b" 5.41339347844455 0.626228352710299 0.236398612501462 2.64903565246782 0.00807218154907961 0.126724157636679
"hsa-mir-3157" 1.83092440982553 -0.0899571361168855 0.204689301354699 -0.439481377490276 0.660312772768151 0.844039966864729
"hsa-mir-3161" 1.37367497602486 -0.37377447773418 0.578117001462836 -0.646537771399909 0.517931143767287 0.758299472275201
"hsa-mir-3170" 4.70766888375395 0.398613171904694 0.205497572555021 1.93974637728613 0.0524105203187917 0.291116617407107
"hsa-mir-3173" 2.13778140488916 0.550723117407036 0.196826597184329 2.79801167771691 0.00514182536120034 0.0981767279904189
