"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"hsa-mir-3176" 1.1740556217028 0.243625589255914 0.282712042989103 0.861744645470599 0.388828051851402 0.681606762292581
"hsa-mir-3187" 1.65505076655977 -0.315590012489091 0.299065745648816 -1.05525295718647 0.291309649928186 0.623695657515118
"hsa-mir-3193" 2.00341229146331 -0.324276164977018 0.256877087601108 -1.26237870417065 0.206812548423306 0.517259304694498
"hsa-mir-3199-2" 3.61011021151239 -0.073657632653538 0.159966448120906 -0.460456761519552 0.64518840040312 0.836920594140562
"hsa-mir-32" 123.017174627052 -0.0258101124127985 0.10675040224048 -0.241780001490347 0.808950635736054 0.939674597784655
"hsa-mir-3200" 26.3524131738733 0.448595244714464 0.234514547264892 1.91286745298474 0.055765023152108 0.298880957420509
"hsa-mir-320a" 1537.5066633603 0.401813082796392 0.121331808095529 3.31168791682417 0.000927349343900516 0.0382769132403115
"hsa-mir-320b-1" 8.83057014713487 0.432440121009189 0.166833288041312 2.59204938106899 0.00954060761258141 0.126724157636679
"hsa-mir-320b-2" 15.013815813497 0.559306904258718 0.166381324879242 3.36159664953178 0.000774932313299952 0.0364218187250978
"hsa-mir-320c-1" 1.78050100897878 0.348484597457397 0.177658938431162 1.96153709199622 0.0498164025080655 0.282460866973205
"hsa-mir-320c-2" 1.22016536720363 0.599556686777746 0.236001539344745 2.54047786485803 0.0110701100727537 0.130379396899989
"hsa-mir-320d-1" 1.45925722406932 0.501329588389268 0.283379491399551 1.76911034003663 0.0768754626823994 0.321157183351625
"hsa-mir-320d-2" 1.22733831241554 0.47041174231018 0.278802933714585 1.68725535288574 0.0915542619645951 0.336151294194569
"hsa-mir-323a" 17.0363190096958 -1.06348659998258 0.285770005487541 -3.7214773403815 0.000198060641128007 0.0151268814661515
"hsa-mir-323b" 23.4075178394209 -0.491866710233047 0.295939341483916 -1.66205245901643 0.0965022566168494 0.343727679913905
"hsa-mir-324" 223.955133575468 0.195541951926305 0.111267518686033 1.75740372604221 0.0788490186769468 0.321157183351625
"hsa-mir-326" 27.3730614326877 0.0552068167163288 0.241800840591013 0.22831523902643 0.819401178370204 0.944209366604353
"hsa-mir-328" 133.616863671298 0.0728285919274261 0.127313819408036 0.572039958160496 0.567294904327314 0.790888473810329
"hsa-mir-329-1" 1.82490018764199 -0.304235150729798 0.379239985870335 -0.802223294127583 0.422423804056388 0.697797029966334
"hsa-mir-329-2" 2.11521483166468 -0.133644257264522 0.350666018130887 -0.381115506934118 0.703117541348487 0.868900889034177
"hsa-mir-330" 121.437498361413 0.261975656650751 0.131775260096875 1.98804886788429 0.0468062855996168 0.274986927897749
"hsa-mir-331" 141.728062082617 0.122459992151402 0.118192605860592 1.03610535751995 0.300152993069857 0.628059858786585
"hsa-mir-335" 482.608791372919 -0.0692925452861149 0.142514022414707 -0.486215630658981 0.626814290226402 0.820093214835828
"hsa-mir-337" 101.502158339776 -0.320475732909791 0.195435440610051 -1.63980356842867 0.101046016009934 0.352794947326111
"hsa-mir-338" 2342.94571229079 -0.489205457316845 0.212503143011532 -2.30210927887452 0.0213290102847065 0.19450784005904
"hsa-mir-339" 180.112755709075 0.200693666224807 0.111549979944083 1.79913673068708 0.0719970546670026 0.321096353295902
"hsa-mir-33a" 206.267210655805 0.0469803483651023 0.191361191456884 0.245506144727822 0.806064550934212 0.939674597784655
"hsa-mir-33b" 23.1357273643938 0.0251214225134264 0.225779864183454 0.111265114824475 0.911406117934393 0.972302441884232
"hsa-mir-340" 64.8861819058605 0.0229253912312512 0.0946229504038835 0.242281509225803 0.808562040520002 0.939674597784655
"hsa-mir-342" 627.057495803742 0.0174234223026417 0.108755173363752 0.160207756226601 0.872717419729192 0.960775393611777
"hsa-mir-345" 100.954059678912 0.299604822219504 0.171786266860721 1.7440557251437 0.0811493733568007 0.321157183351625
"hsa-mir-34a" 553.952906807884 0.0114307814564 0.099265133814729 0.115154042684662 0.908323024896361 0.972302441884232
"hsa-mir-34b" 79.5628485833051 -0.518406998426483 0.285320063349085 -1.81693145705011 0.069227609269541 0.313319031582885
"hsa-mir-34c" 379.72024587305 -0.398418336144876 0.281617460231755 -1.41475012173251 0.157141773035533 0.44245909366226
"hsa-mir-3605" 9.24667740370926 0.287986747588024 0.169693814024618 1.6970963216505 0.0896784515399395 0.334106913968921
"hsa-mir-3607" 230.407491787939 0.110974013270305 0.22072150963451 0.502778426325852 0.615120063103833 0.81685341929532
"hsa-mir-3609" 1.90998281199053 -0.688898487822598 0.393199586830532 -1.75203258318659 0.0797682053541455 0.321157183351625
"hsa-mir-361" 1323.91367381234 0.0366138124779541 0.0865178623214976 0.423193679264732 0.672153958033677 0.847139077349251
"hsa-mir-3610" 3.45009138406062 0.238363145072223 0.202707487195935 1.17589709373598 0.23963600037773 0.565318904365997
"hsa-mir-3613" 39.885821936847 0.0505022365343083 0.128626883628984 0.392625826805994 0.694595861302001 0.862597705803907
"hsa-mir-3614" 15.3731761311629 -0.0244671368952028 0.16530819865653 -0.148009216082739 0.882335494971777 0.964653241750924
"hsa-mir-3615" 22.4382989108822 0.0196947353525575 0.152983902386416 0.128737305333023 0.897565515625983 0.970194660026667
"hsa-mir-3619" 1.22944273641051 0.700282369259689 0.270955872465236 2.58448862129584 0.00975235224274846 0.12678057915573
"hsa-mir-362" 50.5020582980635 0.13514986206074 0.139622279839975 0.967967735633878 0.333060483494229 0.659538283029785
"hsa-mir-363" 52.9902778892824 -0.277877179627874 0.22677865141371 -1.22532336221078 0.220453409444254 0.526160285822028
"hsa-mir-3651" 6.3378191228085 -0.159670722465343 0.21617781619963 -0.73860826828732 0.460144902034595 0.715390674664471
"hsa-mir-3652" 4.00351469960883 -0.137829583551693 0.212071146429439 -0.649921433784262 0.51574297233971 0.757497490623949
"hsa-mir-3653" 32.4635901487947 -0.249012054281979 0.167996317788664 -1.48224709660144 0.138274559215005 0.414145861178276
"hsa-mir-365a" 168.447374640045 0.220361938862108 0.140981745738789 1.56305298751509 0.118040132136449 0.385681929066151
"hsa-mir-365b" 166.282962997352 0.216523356766467 0.140433362299494 1.54182277787169 0.123116665339229 0.389763121877042
"hsa-mir-3662" 4.18034175404319 -0.155258484722124 0.294202012783224 -0.5277274728794 0.597688502282103 0.807937333837091
"hsa-mir-3664" 1.46197131618688 0.200891247783953 0.359720112547485 0.558465431252288 0.576526603585698 0.797314764604925
"hsa-mir-3667" 1.13549968395681 0.805092731627499 0.356265603351107 2.2598104449451 0.0238330178765401 0.202014285808953
"hsa-mir-3677" 24.5972643848094 0.521125229112153 0.178184903373263 2.92463176872227 0.00344864039180824 0.089053266570528
"hsa-mir-3678" 1.61512236843979 0.200624438747886 0.208910451446055 0.960337012146524 0.336885627972633 0.659734354779739
"hsa-mir-3680-1" 1.10642947106977 0.398324162872191 0.233688685899335 1.70450769295598 0.0882862800810398 0.33298096993528
"hsa-mir-3682" 4.8081029657977 -0.0352773036748892 0.176309549851207 -0.200087310668428 0.841412297320083 0.954237043211776
"hsa-mir-3684" 1.95061154792347 0.112088011771558 0.244036360424599 0.459308652106331 0.646012535469558 0.836920594140562
"hsa-mir-369" 42.3558254470607 -0.377849420756292 0.217706284243678 -1.73559262227528 0.0826358913897346 0.321157183351625
"hsa-mir-3690-1" 2.6236182695713 -0.276645973246614 0.264421904061403 -1.04622941215329 0.295455126503224 0.626816257963438
"hsa-mir-3691" 1.62369762489783 0.251617338931065 0.24647108479426 1.02087974798788 0.307311415228385 0.637446733159374
"hsa-mir-370" 35.780495416885 -0.560965322297033 0.229073198840609 -2.4488474650732 0.0143314125679735 0.146292940817585
"hsa-mir-372" 5.24338110685376 -2.86598355855805 0.791806193332915 -3.61955183312522 0.000295113694622518 0.0200349408238176
"hsa-mir-373" 1.14233937033241 -0.474612106772712 0.870398579156554 -0.54528134367203 0.585560033301754 0.805804460241828
"hsa-mir-374a" 2980.84903538554 0.0157481716904887 0.0954443089641177 0.16499854062969 0.868945130722183 0.960775393611777
"hsa-mir-374b" 219.791430130777 0.0820449630779268 0.0789233152107646 1.03955292373142 0.2985476579068 0.627734669920346
"hsa-mir-374c" 3.08421830372459 -0.634016205855928 0.702762543446978 -0.90217700383709 0.366962848609353 0.673316217718662
"hsa-mir-375" 14354.9574646376 -0.886189235691649 0.294373288226903 -3.01042679867263 0.00260880822913638 0.0796990914001163
"hsa-mir-376a-1" 6.2850890441253 -0.637255902184006 0.305021117929002 -2.08921895805371 0.0366880176340775 0.244318723637256
"hsa-mir-376a-2" 3.63078465478335 -0.541820199317311 0.350903231749357 -1.54407298164846 0.12257065335897 0.389763121877042
"hsa-mir-376b" 7.52253263541711 -0.564097125535934 0.27443022846578 -2.05552110162774 0.039828699645365 0.248319749829775
"hsa-mir-376c" 23.0552941050987 -0.461738645775254 0.216574513158358 -2.13200823606438 0.0330061694939805 0.240080590009787
"hsa-mir-377" 14.06838229889 -0.332173546849164 0.225399850671528 -1.47370792775384 0.140560247415958 0.417649719522118
"hsa-mir-378a" 2374.21415069736 -0.0848824171527265 0.1324023575576 -0.641094454196555 0.521461317147757 0.758602058993523
"hsa-mir-378c" 17.8743427027091 -0.0574149964613027 0.127617948136631 -0.449897505011071 0.652784346694126 0.839686812273919
"hsa-mir-378d-2" 1.0928476715979 0.0498539780815172 0.263018848673089 0.189545267698596 0.849665479573991 0.955931236727489
"hsa-mir-379" 2792.64663799141 -0.42181294737173 0.205131169780472 -2.05630839927032 0.0397527992133709 0.248319749829775
"hsa-mir-380" 3.48446178115707 -0.618737745730715 0.331078493133269 -1.86885514632826 0.0616429700893448 0.30558016730324
"hsa-mir-381" 170.103593756658 -0.417120079250302 0.199428282379565 -2.09157936012512 0.0364761604558108 0.244318723637256
"hsa-mir-382" 79.2893873145131 -0.30523567818421 0.193373009030303 -1.57848129744094 0.114455081420602 0.382142375672065
"hsa-mir-383" 4.62540402343792 -0.567186698223115 0.685554112230555 -0.827340523678994 0.408044081204487 0.692541482266505
"hsa-mir-3909" 1.8659484895088 0.0190601524203059 0.176065495547141 0.108256034841321 0.913792596703876 0.972695603808481
"hsa-mir-3912" 2.17778969818809 -0.14072514080884 0.184968748509452 -0.76080495728525 0.44677357303509 0.71460380399068
"hsa-mir-3913-1" 6.25555450071688 0.202478271933253 0.151948846217601 1.33254234548968 0.182682036243158 0.481115190278317
"hsa-mir-3913-2" 6.20647324685045 0.227676819152697 0.153241561988542 1.48573804781317 0.137348422548098 0.41339845407334
"hsa-mir-3917" 3.9878808469202 -0.00423409047006384 0.213787207441853 -0.01980516290347 0.984198799290841 0.992319251430204
"hsa-mir-3920" 1.27400978893044 -0.239053880837076 0.300186511726523 -0.796351173349385 0.425827949534084 0.699410960121843
"hsa-mir-3922" 4.27840167882544 -0.39517533183427 0.168789172068837 -2.34123627120528 0.0192199995700458 0.180667995958431
"hsa-mir-3923" 2.20133541102157 -0.823805331689451 0.574900575680144 -1.4329526991947 0.151871355366591 0.43159720059994
"hsa-mir-3926-1" 1.75142529064525 0.124252764365495 0.240491215443557 0.516662382600236 0.605391859977466 0.811279821797711
"hsa-mir-3926-2" 2.31202476028164 -0.0785586770450081 0.233204871876439 -0.336865505479798 0.736218289676843 0.888501239077299
"hsa-mir-3928" 7.17835797987138 0.298227480210717 0.184246375152522 1.61863417917362 0.105525996552352 0.363519126741412
"hsa-mir-3934" 13.3614899574834 -0.0119738945160538 0.129073252195917 -0.0927682096200606 0.926087707117542 0.974413275970431
"hsa-mir-3940" 4.58548227485497 0.184756689332611 0.241755189532284 0.76423049982941 0.444729893931379 0.713202008378143
"hsa-mir-3941" 2.21464944004882 0.216306060533069 0.198959299859855 1.08718748349754 0.276953961240867 0.60614257571465
"hsa-mir-3942" 1.55533779751051 -0.2924782259952 0.265289153797275 -1.10248844254938 0.270249380320545 0.60614257571465
"hsa-mir-3944" 1.19079007513139 -0.0252773037585226 0.287268567888597 -0.0879918883722954 0.929883123276732 0.974413275970431
"hsa-mir-409" 119.402835447386 -0.446588652331179 0.213872015232205 -2.08811167672549 0.0367877619879338 0.244318723637256
"hsa-mir-410" 48.6251544532844 -0.425871557347538 0.24578820819587 -1.73267692731686 0.083153107671931 0.321157183351625
"hsa-mir-411" 24.8691857217353 -0.380731985790846 0.207604015872407 -1.83393362691425 0.0666638472214099 0.308572807971829
"hsa-mir-412" 15.8355535722653 -0.477069392981755 0.289917796571739 -1.64553331538482 0.0998598781490011 0.350657388212872
"hsa-mir-421" 15.510854179056 0.169866809670321 0.139918977290646 1.21403695881414 0.224733611211902 0.532217970738265
"hsa-mir-423" 604.092618750401 -0.000254566532850582 0.0835055671181016 -0.00304849774255829 0.997567654485006 0.998461906767039
"hsa-mir-424" 288.36836978566 0.256042008013131 0.150548079245464 1.70073247892896 0.0889932333403868 0.333588132337278
"hsa-mir-425" 813.005955140757 0.177871994014376 0.142389212351391 1.24919571558145 0.211593498666946 0.521304950344775
"hsa-mir-429" 514.679832443003 0.406414834178388 0.164734261144841 2.46709355633709 0.0136214762849934 0.146012666844403
"hsa-mir-431" 46.7948405601064 -1.29307103763139 0.270328766717581 -4.78332755086436 1.7241681778004e-06 0.000263366689159011
"hsa-mir-432" 28.2396009481088 -0.658471770948584 0.251090030347249 -2.62245287094012 0.00872993410585311 0.126724157636679
"hsa-mir-4326" 23.4305738766878 0.114869326634088 0.27033900158543 0.42490845183427 0.67090341316275 0.847139077349251
"hsa-mir-433" 5.09834518912503 -0.771169044905462 0.303705698731151 -2.53919846788296 0.0111106774487263 0.130379396899989
"hsa-mir-4423" 1.63037829211523 -0.798467219947381 0.38166002095855 -2.09209027956873 0.0364304405325485 0.244318723637256
"hsa-mir-4443" 1.85583091347845 0.0230513623093735 0.262696534393714 0.0877490156563143 0.930076160983235 0.974413275970431
"hsa-mir-4444-1" 1.51341589581176 0.00939206853311971 0.22815280185913 0.0411656944669858 0.967163802327457 0.983996326943699
"hsa-mir-4444-2" 2.62075874811524 0.0742975115076546 0.185962799643471 0.399528893144748 0.689503538637727 0.858017641767111
"hsa-mir-4449" 5.16180273769028 -0.413374706129493 0.3099208154287 -1.33380749388417 0.182266954397958 0.481115190278317
"hsa-mir-4454" 1.28622816281203 -0.193904961895791 0.375386784091414 -0.516547119167016 0.60547233836294 0.811279821797711
"hsa-mir-4461" 2.95255882245147 -0.457139974009836 0.288440019841699 -1.58487013785647 0.112995842596054 0.38143900456458
"hsa-mir-4473" 2.42322852009435 -0.25982787915935 0.259971515821864 -0.999447490768132 0.317577963846732 0.641625968093085
"hsa-mir-448" 1.08527518343302 -1.74514774062291 0.712892651376275 -2.44798110522506 0.0143659189018905 0.146292940817585
"hsa-mir-4491" 6.51852080700874 -0.397086849854365 0.301075720447202 -1.31889363002952 0.187204676031593 0.485917123867017
"hsa-mir-449a" 9.29307147142329 0.0333595540412365 0.39147018096535 0.0852160794443479 0.932089607531778 0.974413275970431
"hsa-mir-449b" 1.98309125104619 0.256266088541771 0.509241615705618 0.503230844923549 0.614801980960555 0.81685341929532
"hsa-mir-450a-1" 13.4551541696182 0.376583150917455 0.139208214999581 2.70517907954346 0.00682675757960517 0.11917568231825
"hsa-mir-450a-2" 12.9517098719592 0.293278768566706 0.142311408964797 2.06082401052787 0.0393198329425042 0.248319749829775
"hsa-mir-450b" 44.3811666103133 0.187121501454996 0.151748491107095 1.23310288023185 0.217537383030238 0.524942947572275
"hsa-mir-451a" 3121.33177337077 0.0720066721452093 0.270437408551509 0.266260028636143 0.790038954771179 0.930415058887052
"hsa-mir-452" 632.526551075106 -0.115503248963573 0.186040796098164 -0.620849036265294 0.534698955861758 0.762100575421835
"hsa-mir-4521" 3.26456716823635 -0.314158379731079 0.220868898759017 -1.4223749088089 0.154917443156244 0.438215545224375
"hsa-mir-4529" 1.30125858167163 -0.299300104453434 0.356434109633053 -0.83970668453017 0.401072865133421 0.690297241116958
"hsa-mir-454" 36.2032380259061 0.014964153250088 0.117593603744274 0.127253122394564 0.898740061497698 0.970194660026667
"hsa-mir-455" 1289.43657485974 -0.00365644917942073 0.164363099484369 -0.0222461683363939 0.982251589683839 0.991992927763348
"hsa-mir-4636" 1.54260711374541 -0.3064129154985 0.346608274162442 -0.884032316420974 0.376678768031811 0.678966593967878
"hsa-mir-4638" 3.35200485755312 0.374451203725261 0.19650588778778 1.90554699373515 0.0567090048579899 0.301297408419407
"hsa-mir-4640" 1.53871099703093 0.281485695362796 0.255353204615112 1.10233860501995 0.270314491901534 0.60614257571465
"hsa-mir-4645" 1.2653271001487 0.18647968159463 0.223823656003686 0.833154479397653 0.404757611538989 0.692541482266505
"hsa-mir-4652" 19.4182690196669 -0.2059772540435 0.274931586626929 -0.749194578078808 0.453739936620969 0.715390674664471
"hsa-mir-466" 2.16852795303217 -0.248188754894381 0.444708612171572 -0.558092980665342 0.576780893543988 0.797314764604925
"hsa-mir-4660" 1.49636121566137 0.0458449251686596 0.222400950548911 0.206136372418863 0.836684387752266 0.951981677684608
"hsa-mir-4661" 18.4297000153686 -0.175304349390749 0.2012182884922 -0.871214792176032 0.383636884665537 0.681401559682102
"hsa-mir-4662a" 116.857665396313 -0.101604199461616 0.17929794310304 -0.566677998102996 0.570932971722872 0.792818285733352
"hsa-mir-4664" 3.34259133215988 0.224123884833777 0.231676253885055 0.967401194880223 0.333343512971335 0.659538283029785
"hsa-mir-4665" 1.34814228594734 -0.224308194219007 0.335233129937054 -0.669111057911027 0.503424636619011 0.74851875302485
"hsa-mir-4668" 12.0834433665649 -0.108872943412517 0.165587177641086 -0.657496220199499 0.510861900583052 0.752136436762036
"hsa-mir-4676" 2.03368448213921 0.306076194671728 0.189622032219525 1.61413835243251 0.106497420109186 0.363519126741412
"hsa-mir-4677" 36.8718665038907 -0.0731441244205912 0.105004207446952 -0.696582796051708 0.486063925463886 0.738768802135409
"hsa-mir-4687" 1.21709096001588 0.145712583115322 0.294781420750563 0.494307214967326 0.621089230448525 0.817856723715622
"hsa-mir-4707" 1.38054971173551 0.500832139521393 0.296406414989582 1.68968050013018 0.0910890958151504 0.336151294194569
"hsa-mir-4709" 4.72454731876244 -0.589253432315788 0.230639094498443 -2.55487229342971 0.0106226763593026 0.130379396899989
"hsa-mir-4713" 1.29321797313387 0.40237701404182 0.315962708514282 1.27349526763419 0.202842350786097 0.516402818042938
"hsa-mir-4714" 1.64505726666126 -0.137896193983009 0.263611579332197 -0.523103705582052 0.600902086962394 0.810488245328968
"hsa-mir-4724" 1.61355815710104 -0.290428446266776 0.26875760278935 -1.08063341558531 0.279860212260476 0.606363793231031
"hsa-mir-4728" 2.75169913989998 0.535384950400348 0.209323702687267 2.55768908884735 0.010537025425079 0.130379396899989
"hsa-mir-4732" 2.07778984727143 -0.0228309254349972 0.391643350406546 -0.0582951948789568 0.953513494939182 0.9808026016967
"hsa-mir-4742" 2.93645980875069 0.178140762269817 0.179886861167606 0.990293349461681 0.322030756286382 0.645117351117966
"hsa-mir-4745" 1.18983399315346 0.410132780941129 0.326870251858991 1.25472654243879 0.209578046919073 0.518429905536653
"hsa-mir-4746" 15.4347694131722 -0.0970131336714311 0.180291768842336 -0.538089643772192 0.590515161832097 0.806099335690811
"hsa-mir-4758" 1.56233557561887 0.456301904674814 0.298888410019135 1.52666309357931 0.126844809156495 0.395419277523565
"hsa-mir-4762" 1.28018372840066 0.157075509028501 0.234923547187367 0.668623945573334 0.503735393708362 0.74851875302485
"hsa-mir-4766" 3.26301023856416 -0.131804257904396 0.254922795344315 -0.517035982311322 0.605131040884285 0.811279821797711
"hsa-mir-4772" 39.5044135055868 -0.28372561801071 0.156003171940482 -1.81871698172237 0.0689546195622496 0.313319031582885
"hsa-mir-4777" 1.89733643754568 -0.391517198738856 0.272837887985837 -1.43498104910994 0.151292497930898 0.43159720059994
"hsa-mir-4778" 2.72945982016652 -0.030341725079088 0.377465820181078 -0.0803827087298459 0.935932878834037 0.974413275970431
"hsa-mir-4781" 1.14020775196577 -0.146367296707358 0.233521119849148 -0.626783979118932 0.530800846593715 0.762100575421835
"hsa-mir-4784" 1.10871131726657 0.212875837146901 0.277622275938861 0.766782263516137 0.443210983453774 0.713202008378143
"hsa-mir-4786" 3.03132576470067 0.1905321663767 0.186811850154299 1.01991477638773 0.307768880985295 0.637446733159374
"hsa-mir-4787" 2.4754812337663 0.111930475328473 0.275640747865736 0.406073761572416 0.684688404063056 0.853764520168423
"hsa-mir-4788" 1.40113412950543 -0.634495575013704 0.439555115518272 -1.44349491704944 0.148881103327894 0.429055643519431
"hsa-mir-4791" 2.5173373560803 -0.238165807507082 0.249483781387058 -0.95463443027418 0.339762599286804 0.66102269863741
"hsa-mir-4797" 3.58182327504957 -0.0639167558082508 0.228830304796573 -0.279319454060388 0.779999678006382 0.929005464448147
"hsa-mir-483" 10.2320391372444 -0.25309996228884 0.342135677186518 -0.739764892016395 0.459442665224344 0.715390674664471
"hsa-mir-484" 246.426635104087 0.105061240663513 0.0954683277987082 1.10048267405533 0.271121874532889 0.60614257571465
"hsa-mir-485" 17.9427835737615 -0.665304446467048 0.264486295611219 -2.51545905215827 0.0118877485634794 0.134106727166186
"hsa-mir-486-1" 369.133551542724 -0.557669151135315 0.282530170030657 -1.97383929325071 0.0484000193434456 0.278985017158917
"hsa-mir-486-2" 369.085297668626 -0.522945318122518 0.282068811163918 -1.85396363378374 0.063744362937498 0.30558016730324
"hsa-mir-487a" 6.04903530762095 -0.186522118487109 0.274438302855354 -0.679650458942743 0.496725811647153 0.747000339810764
"hsa-mir-487b" 16.5420310112456 -0.365164476584958 0.211039609320001 -1.73031251224152 0.0835744552420759 0.321157183351625
"hsa-mir-489" 1.33649255878895 -0.0665827253461234 0.350532213842065 -0.189947521844947 0.849350253244417 0.955931236727489
"hsa-mir-490" 2.36145291264143 -1.42386760918327 0.512559121783181 -2.77795779778472 0.00547017224109233 0.10097077902594
"hsa-mir-491" 9.05397029015926 0.265014559372921 0.137656122375397 1.92519268158818 0.0542052573305019 0.294908048680914
"hsa-mir-493" 61.0099388549908 -0.626680121615051 0.223748550764983 -2.80082315381471 0.00509724439989622 0.0981767279904189
"hsa-mir-494" 5.64258072208455 -0.519491528852419 0.29356736171887 -1.76958203327079 0.0767967940464227 0.321157183351625
"hsa-mir-495" 26.5916867333571 -0.691316335743436 0.228117562934044 -3.03052657082488 0.00244127705644718 0.078506330604696
"hsa-mir-496" 11.7052656723377 -0.252613363971537 0.249150073631134 -1.01390041869115 0.310630271578023 0.639040727051084
"hsa-mir-497" 74.3840567523304 -0.172170960432298 0.133084313331526 -1.29369837903738 0.195769625475771 0.502585046914689
"hsa-mir-4999" 4.86833703736466 0.207971439302213 0.188824651039069 1.1013998339612 0.270722677676825 0.60614257571465
"hsa-mir-499a" 1.5205153562513 -0.0861807115826809 0.324459207417933 -0.265613394881016 0.790536968443842 0.930415058887052
"hsa-mir-5000" 6.01730489041495 0.301192922956 0.163173141844358 1.8458486461166 0.0649141849501506 0.30558016730324
"hsa-mir-5001" 3.05785008374011 0.130893827171067 0.167829096898101 0.779923324324034 0.435436008595255 0.705286441887654
"hsa-mir-5003" 1.42911066074098 -0.224746718213632 0.265047302183204 -0.847949465481766 0.396466114746668 0.687760207544176
"hsa-mir-5008" 1.18868530527093 0.433288657631332 0.38659501971001 1.12078178854023 0.262380757895974 0.598188966695673
"hsa-mir-500a" 845.370149018246 -0.0630790231545218 0.102010477420522 -0.618358277988334 0.536339193832061 0.762100575421835
"hsa-mir-500b" 20.3767130095528 -0.00851846033174418 0.128917694783755 -0.06607673481932 0.947316733287391 0.977720479794925
"hsa-mir-501" 176.184050285654 0.12365520157655 0.114168333426382 1.08309544219007 0.278766061826214 0.60614257571465
"hsa-mir-5010" 2.76067248887707 -0.270136152896013 0.173946253408476 -1.552986325389 0.120426401556145 0.389763121877042
"hsa-mir-502" 39.2232716484212 -0.0611575731064512 0.0964637149902417 -0.6339956232521 0.526083678444292 0.762100575421835
"hsa-mir-503" 30.3647912773785 0.116677205112495 0.187961250243193 0.620751378071451 0.534763218972591 0.762100575421835
"hsa-mir-504" 3.01815073323224 0.439461114596015 0.256045643833994 1.71633896213027 0.086100021101058 0.326752253992214
"hsa-mir-505" 191.445929910511 0.331094958064268 0.115065312648284 2.87745238285942 0.004009004098917 0.0956217231342933
"hsa-mir-506" 4.76183233825485 -1.07682917547515 0.484105421704911 -2.22436917083638 0.0261236163033551 0.207292591705843
"hsa-mir-508" 248.27760547262 -0.85707950668971 0.338367079292395 -2.53298727666434 0.0113095057867421 0.130379396899989
"hsa-mir-509-1" 32.4988337852072 -1.01517118504035 0.366587955142135 -2.76924315379306 0.00561866855463497 0.10097077902594
"hsa-mir-509-2" 31.8255449103536 -0.953528929636299 0.362995833372039 -2.62683161065106 0.00861839713306342 0.126724157636679
"hsa-mir-509-3" 34.4939181523186 -0.893149223153866 0.358427196963812 -2.49185673051491 0.0127077284955771 0.138650394835672
"hsa-mir-5091" 1.08772475023149 0.0210272017381021 0.275920781323876 0.07620738690726 0.939254105879822 0.974413275970431
"hsa-mir-5092" 1.4411675862089 0.0232503278265807 0.313726975403595 0.074110069102825 0.940922803310236 0.974413275970431
"hsa-mir-511" 82.0962802420845 -0.305164397720189 0.17612357779986 -1.73267203364995 0.0831539779609842 0.321157183351625
"hsa-mir-512-1" 1.55869854434912 0.475799747953693 0.573268318893225 0.829977398493416 0.40655156241839 0.692541482266505
"hsa-mir-512-2" 1.55295876133724 0.432428940695844 0.605750763910941 0.71387271211006 0.475305892386263 0.731516121531502
"hsa-mir-513c" 2.30356526519983 -0.169314441777001 0.504700993494088 -0.335474754279405 0.737266985617334 0.888501239077299
"hsa-mir-514a-1" 39.6266714124905 -0.678267363915081 0.363995595964161 -1.8633944240959 0.0624067939484626 0.30558016730324
"hsa-mir-514a-2" 39.805151656655 -0.78297519716026 0.376123820662687 -2.08169531985703 0.0373703083999388 0.245518907874867
"hsa-mir-514a-3" 39.7693045597698 -0.67757984772345 0.375138913850755 -1.80621050684445 0.0708854643621647 0.318463372980019
"hsa-mir-514b" 1.62208113484763 -0.276476669380313 0.541903457038836 -0.51019543387135 0.609914550823199 0.815443743004321
"hsa-mir-516a-1" 3.11323400245367 0.363030118627575 0.393191721010476 0.923290342163392 0.355855919507969 0.669009128674982
"hsa-mir-516a-2" 4.71555012679261 -0.0480927770645209 0.457900174521838 -0.105028955524513 0.916352832595384 0.973724488201355
"hsa-mir-517a" 1.27069544099066 -0.517974988913019 0.596270947095048 -0.868690637094636 0.385016363960461 0.681606762292581
"hsa-mir-517b" 1.26873271654646 -0.514205355196294 0.598742229105231 -0.858809234091822 0.390445772180693 0.681606762292581
"hsa-mir-5187" 1.40740284183792 0.276572912045028 0.188962315101373 1.46364057773453 0.143292179328257 0.420920776776754
"hsa-mir-518c" 1.73814349491207 -0.641897038515356 0.665290880020504 -0.964836671886398 0.334626624777796 0.659538283029785
"hsa-mir-518f" 1.43548166761319 -1.36771089120918 0.772955255918853 -1.76945674505222 0.0768176831162239 0.321157183351625
"hsa-mir-519a-1" 11.4795213775386 -0.19352700730926 0.417541446927669 -0.463491729343901 0.643011941789608 0.836920594140562
"hsa-mir-519a-2" 3.19149208131264 1.2686253228701 0.414080534697127 3.06371639468157 0.00218606040565943 0.0742046059921062
"hsa-mir-520a" 1.97234901432429 -1.15602040440965 0.524755425235138 -2.2029698957217 0.0275968705263179 0.208168986315805
"hsa-mir-520b" 2.00678063269096 0.0428439280411115 0.571862810016994 0.0749199410953797 0.940278410445524 0.974413275970431
"hsa-mir-522" 2.35749703062564 0.604329102557839 0.488952629207471 1.2359665670218 0.216470991319659 0.524942947572275
"hsa-mir-525" 1.43389665169211 -1.33066158923388 0.751590974532185 -1.77045977709103 0.0766505792881483 0.321157183351625
